loc_type,target_type,mean_qs
county,wk ahead inc case,52.50740866364218
national,wk ahead cum death,1974.4639174824529
national,wk ahead inc case,128090.53713216688
national,wk ahead inc death,822.1865267586275
state,wk ahead cum death,82.59494132932834
state,wk ahead inc case,2768.023102333097
state,wk ahead inc death,23.132102432282817
