loc_type,target_type,mean_qs
county,wk ahead inc case,30.16474986020786
national,wk ahead cum death,2080.875444425579
national,wk ahead inc case,67177.37326698384
national,wk ahead inc death,924.1230531394796
state,wk ahead cum death,62.66350621585551
state,wk ahead inc case,1484.85467744209
state,wk ahead inc death,23.639033608038265
