loc_type,target_type,mean_qs
county,wk ahead inc case,32.116214737717065
national,wk ahead cum death,2471.598173146218
national,wk ahead inc case,66929.11104190313
national,wk ahead inc death,1041.738839843657
state,wk ahead cum death,71.49831182690058
state,wk ahead inc case,1508.4170953911273
state,wk ahead inc death,26.846013579937036
