loc_type,target_type,mean_qs
county,wk ahead inc case,26.681262308741452
national,wk ahead cum death,1866.8173300368967
national,wk ahead inc case,58200.82206503932
national,wk ahead inc death,805.3335791414041
state,wk ahead cum death,58.48206799295901
state,wk ahead inc case,1275.838464728925
state,wk ahead inc death,21.76736159343125
