loc_type,target_type,mean_qs
county,wk ahead inc case,52.205920924137146
national,wk ahead cum death,1959.4242571004834
national,wk ahead inc case,127211.7282312381
national,wk ahead inc death,815.8889640086957
state,wk ahead cum death,82.00629824237404
state,wk ahead inc case,2753.686617573838
state,wk ahead inc death,22.978504493461006
