loc_type,target_type,mean_qs
county,wk ahead inc case,28.0574976910816
national,wk ahead cum death,2073.0302216453088
national,wk ahead inc case,59591.34658766917
national,wk ahead inc death,887.2489334954233
state,wk ahead cum death,63.86662652453825
state,wk ahead inc case,1322.5070440571294
state,wk ahead inc death,23.97031783693609
