loc_type,target_type,forecast_date,mean_qs
county,wk ahead inc case,2020-07-05,17.08911698532087
county,wk ahead inc case,2020-07-12,15.66713548460454
county,wk ahead inc case,2020-07-19,16.460732557022332
county,wk ahead inc case,2020-07-26,16.238982414040116
county,wk ahead inc case,2020-08-03,17.33633785560786
county,wk ahead inc case,2020-08-09,15.440450201255286
county,wk ahead inc case,2020-08-16,15.676770990244236
county,wk ahead inc case,2020-08-23,13.77526992541047
county,wk ahead inc case,2020-08-30,13.40324417638832
county,wk ahead inc case,2020-09-06,13.051035523832265
county,wk ahead inc case,2020-09-13,13.371386160003638
county,wk ahead inc case,2020-09-20,14.214240425308137
county,wk ahead inc case,2020-09-27,17.449870024901077
county,wk ahead inc case,2020-10-04,21.335451055737483
county,wk ahead inc case,2020-10-11,30.73434151600946
county,wk ahead inc case,2020-10-18,43.34141029301405
county,wk ahead inc case,2020-10-25,57.68212045811161
county,wk ahead inc case,2020-11-01,65.6514821078933
county,wk ahead inc case,2020-11-09,61.64018454854005
county,wk ahead inc case,2020-11-16,56.577719864294814
county,wk ahead inc case,2020-11-23,59.09298519323919
county,wk ahead inc case,2020-11-30,63.83424529892664
county,wk ahead inc case,2020-12-07,54.9543274022718
county,wk ahead inc case,2020-12-14,46.44856546595716
county,wk ahead inc case,2020-12-21,37.1527500975008
county,wk ahead inc case,2020-12-28,40.653626849956794
county,wk ahead inc case,2021-01-04,37.131930946127255
county,wk ahead inc case,2021-01-11,52.30512134215673
county,wk ahead inc case,2021-01-18,61.86872838495475
county,wk ahead inc case,2021-01-25,43.350488202403696
county,wk ahead inc case,2021-02-01,38.18216469817392
county,wk ahead inc case,2021-02-08,32.08470507402102
county,wk ahead inc case,2021-02-15,24.681098223381998
county,wk ahead inc case,2021-02-22,18.957589679128578
county,wk ahead inc case,2021-03-01,18.425588432653388
county,wk ahead inc case,2021-03-08,18.695196848706054
county,wk ahead inc case,2021-03-15,16.547721452164915
county,wk ahead inc case,2021-03-22,17.171898034349844
county,wk ahead inc case,2021-03-29,14.805058196889071
county,wk ahead inc case,2021-04-05,14.045012058542794
county,wk ahead inc case,2021-04-12,14.684685067440117
county,wk ahead inc case,2021-04-19,18.25967048429617
county,wk ahead inc case,2021-04-26,16.177616452377166
county,wk ahead inc case,2021-05-03,15.784760171412664
county,wk ahead inc case,2021-05-10,14.035251831166764
county,wk ahead inc case,2021-05-17,11.775436716796964
county,wk ahead inc case,2021-05-24,9.57252179133903
county,wk ahead inc case,2021-05-31,7.881843005147493
county,wk ahead inc case,2021-06-07,5.798666359767738
county,wk ahead inc case,2021-06-14,5.783135193286669
county,wk ahead inc case,2021-06-21,8.330693526998774
county,wk ahead inc case,2021-06-28,15.878347019169583
county,wk ahead inc case,2021-07-05,29.310864283725742
county,wk ahead inc case,2021-07-12,46.73902985602927
county,wk ahead inc case,2021-07-19,62.26836737563065
county,wk ahead inc case,2021-07-26,74.22210383732558
county,wk ahead inc case,2021-08-02,74.2953640621449
county,wk ahead inc case,2021-08-09,62.581498235307485
county,wk ahead inc case,2021-08-16,52.205585446684246
county,wk ahead inc case,2021-08-23,45.81392877312395
county,wk ahead inc case,2021-08-30,42.64718534157539
county,wk ahead inc case,2021-09-06,39.95692035077951
county,wk ahead inc case,2021-09-13,35.28332797060361
county,wk ahead inc case,2021-09-20,37.62710151072678
county,wk ahead inc case,2021-09-27,26.064196987636926
county,wk ahead inc case,2021-10-04,21.597970587984637
county,wk ahead inc case,2021-10-11,18.406601371812645
county,wk ahead inc case,2021-10-18,17.386839552179445
county,wk ahead inc case,2021-10-25,18.543998537282395
county,wk ahead inc case,2021-11-01,20.37299994886596
county,wk ahead inc case,2021-11-08,25.78356808923458
county,wk ahead inc case,2021-11-15,27.83474333496205
county,wk ahead inc case,2021-11-22,32.93515277032862
county,wk ahead inc case,2021-11-29,63.23442829303214
county,wk ahead inc case,2021-12-06,122.05264723563702
county,wk ahead inc case,2021-12-13,254.06238041367436
county,wk ahead inc case,2021-12-20,408.1477605941207
county,wk ahead inc case,2021-12-27,526.8255025890869
county,wk ahead inc case,2022-01-03,492.96605707155356
county,wk ahead inc case,2022-01-10,314.6156285972797
county,wk ahead inc case,2022-01-17,223.2276872278533
county,wk ahead inc case,2022-01-24,225.07232134590473
county,wk ahead inc case,2022-01-31,200.3658764732285
county,wk ahead inc case,2022-02-14,78.95685953877097
county,wk ahead inc case,2022-02-21,48.73525269788873
county,wk ahead inc case,2022-02-28,35.78227160952911
county,wk ahead inc case,2022-03-07,25.54240790617472
county,wk ahead inc case,2022-03-14,19.850240237375573
county,wk ahead inc case,2022-03-21,17.588719791714013
county,wk ahead inc case,2022-03-28,17.804577788225536
county,wk ahead inc case,2022-04-04,19.221840870585428
county,wk ahead inc case,2022-04-11,22.568316233921188
county,wk ahead inc case,2022-04-18,24.52205284617745
county,wk ahead inc case,2022-04-25,30.314057607608746
county,wk ahead inc case,2022-05-02,31.651848082189446
county,wk ahead inc case,2022-05-09,32.639032174389804
county,wk ahead inc case,2022-05-16,32.15213578502114
county,wk ahead inc case,2022-05-23,29.63194034702968
county,wk ahead inc case,2022-05-30,30.017285063747103
county,wk ahead inc case,2022-06-06,24.916844017317395
county,wk ahead inc case,2022-06-13,25.23872078627108
county,wk ahead inc case,2022-06-20,26.569595789111858
county,wk ahead inc case,2022-07-04,28.46142251744239
county,wk ahead inc case,2022-07-11,26.923541393004864
county,wk ahead inc case,2022-07-18,27.724918020203628
county,wk ahead inc case,2022-07-25,27.805043515635653
county,wk ahead inc case,2022-08-01,29.785154422242172
county,wk ahead inc case,2022-08-08,25.25725896805827
county,wk ahead inc case,2022-08-15,26.067242233591656
county,wk ahead inc case,2022-08-22,21.052969824382984
county,wk ahead inc case,2022-08-29,23.386601197104678
county,wk ahead inc case,2022-09-05,22.48869527123767
county,wk ahead inc case,2022-09-12,21.82775444951366
county,wk ahead inc case,2022-09-19,18.5382836345507
county,wk ahead inc case,2022-09-26,15.469418092927594
county,wk ahead inc case,2022-10-03,11.371287351711286
county,wk ahead inc case,2022-10-10,10.5139193851984
county,wk ahead inc case,2022-10-17,9.914858597904642
county,wk ahead inc case,2022-10-24,10.143888840848144
county,wk ahead inc case,2022-11-07,9.031283639380028
county,wk ahead inc case,2022-11-14,10.410767167401481
national,wk ahead cum death,2020-07-05,1620.4000711956523
national,wk ahead cum death,2020-07-12,926.0806138043479
national,wk ahead cum death,2020-07-19,1414.260626141304
national,wk ahead cum death,2020-07-26,926.7989346739126
national,wk ahead cum death,2020-08-03,496.08855228260853
national,wk ahead cum death,2020-08-09,493.28477157608705
national,wk ahead cum death,2020-08-16,754.6912692391306
national,wk ahead cum death,2020-08-23,971.9290182608688
national,wk ahead cum death,2020-08-30,1363.8337789130446
national,wk ahead cum death,2020-09-06,1018.2009227717397
national,wk ahead cum death,2020-09-13,210.14171614130444
national,wk ahead cum death,2020-09-20,768.0296509239121
national,wk ahead cum death,2020-09-27,440.06606016304306
national,wk ahead cum death,2020-10-04,312.3021219021737
national,wk ahead cum death,2020-10-11,427.2791094021734
national,wk ahead cum death,2020-10-18,1287.3613095652172
national,wk ahead cum death,2020-10-25,1612.4688711956526
national,wk ahead cum death,2020-11-01,3374.381473532609
national,wk ahead cum death,2020-11-09,4621.042482173914
national,wk ahead cum death,2020-11-16,6000.609622934781
national,wk ahead cum death,2020-11-23,4310.062557663045
national,wk ahead cum death,2020-11-30,7690.329988641307
national,wk ahead cum death,2020-12-07,2679.0124480978275
national,wk ahead cum death,2020-12-14,2189.7606588586946
national,wk ahead cum death,2020-12-21,1395.725556630435
national,wk ahead cum death,2020-12-28,5483.011663913046
national,wk ahead cum death,2021-01-04,5607.769792391306
national,wk ahead cum death,2021-01-11,1714.5136348369572
national,wk ahead cum death,2021-01-18,1300.016290434783
national,wk ahead cum death,2021-01-25,1768.04802375
national,wk ahead cum death,2021-02-01,2234.8502405434792
national,wk ahead cum death,2021-02-08,6215.874373369566
national,wk ahead cum death,2021-02-15,10238.794165543475
national,wk ahead cum death,2021-02-22,1302.4314710326082
national,wk ahead cum death,2021-03-01,3597.791832119563
national,wk ahead cum death,2021-03-08,4086.007337228264
national,wk ahead cum death,2021-03-15,2934.224959565216
national,wk ahead cum death,2021-03-22,1545.0498882608676
national,wk ahead cum death,2021-03-29,1547.1202877173932
national,wk ahead cum death,2021-04-05,1268.7734991304312
national,wk ahead cum death,2021-04-12,2033.7879063043483
national,wk ahead cum death,2021-04-19,1389.9048424456528
national,wk ahead cum death,2021-04-26,1531.0179665760886
national,wk ahead cum death,2021-05-03,1263.032500489132
national,wk ahead cum death,2021-05-10,1914.7276390217387
national,wk ahead cum death,2021-05-17,2316.582634728258
national,wk ahead cum death,2021-05-24,2390.1482857065243
national,wk ahead cum death,2021-05-31,3912.2242063586996
national,wk ahead cum death,2021-06-07,2360.990201304346
national,wk ahead cum death,2021-06-14,1900.951914184782
national,wk ahead cum death,2021-06-21,1531.0532092391309
national,wk ahead cum death,2021-06-28,1877.9991916304357
national,wk ahead cum death,2021-07-05,1246.9935192934774
national,wk ahead cum death,2021-07-12,1071.2272871195673
national,wk ahead cum death,2021-07-19,940.2041353804295
national,wk ahead cum death,2021-07-26,1350.4944308152164
national,wk ahead cum death,2021-08-02,1992.8751487500022
national,wk ahead cum death,2021-08-09,2686.2767422826064
national,wk ahead cum death,2021-08-16,3784.1498741304376
national,wk ahead cum death,2021-08-23,5932.198712826087
national,wk ahead cum death,2021-08-30,4291.087210869565
national,wk ahead cum death,2021-09-06,3481.5550699456503
national,wk ahead cum death,2021-09-13,1211.8914222282642
national,wk ahead cum death,2021-09-20,550.2902600000014
national,wk ahead cum death,2021-09-27,1787.4930917934757
national,wk ahead cum death,2021-10-04,1623.2051188043497
national,wk ahead cum death,2021-10-11,1021.9587091304331
national,wk ahead cum death,2021-10-18,1244.637925163046
national,wk ahead cum death,2021-10-25,2805.516777445648
national,wk ahead cum death,2021-11-01,1158.26271902174
national,wk ahead cum death,2021-11-08,559.6461513043491
national,wk ahead cum death,2021-11-15,647.3652878804343
national,wk ahead cum death,2021-11-22,684.5394785869549
national,wk ahead cum death,2021-11-29,1913.5461610869588
national,wk ahead cum death,2021-12-06,1404.7322986956526
national,wk ahead cum death,2021-12-13,1067.4345355434773
national,wk ahead cum death,2021-12-20,2124.9828508695655
national,wk ahead cum death,2021-12-27,1464.7136593478253
national,wk ahead cum death,2022-01-03,3913.789188423912
national,wk ahead cum death,2022-01-10,4226.337184836954
national,wk ahead cum death,2022-01-17,4869.313907445656
national,wk ahead cum death,2022-01-24,3422.609855597828
national,wk ahead cum death,2022-01-31,2181.850890815216
national,wk ahead cum death,2022-02-14,2323.281240923913
national,wk ahead cum death,2022-02-21,3646.7475817391337
national,wk ahead cum death,2022-02-28,3730.3000210869586
national,wk ahead cum death,2022-03-07,2649.4126366847827
national,wk ahead cum death,2022-03-14,2682.310010326089
national,wk ahead cum death,2022-03-21,2376.9305244565235
national,wk ahead cum death,2022-03-28,1077.2279923369565
national,wk ahead cum death,2022-04-04,1550.4212273369565
national,wk ahead cum death,2022-04-11,445.0407604891312
national,wk ahead cum death,2022-04-18,532.559572717391
national,wk ahead cum death,2022-04-25,1176.2190417391325
national,wk ahead cum death,2022-05-02,1299.9917470652188
national,wk ahead cum death,2022-05-09,506.16396804347903
national,wk ahead cum death,2022-05-16,929.3064845108702
national,wk ahead cum death,2022-05-23,755.2189741304337
