loc_type,target_type,mean_qs
county,wk ahead inc case,51.6284735556478
national,wk ahead cum death,1929.562016005791
national,wk ahead inc case,125506.35998304741
national,wk ahead inc death,803.0894731645149
state,wk ahead cum death,80.9432757396373
state,wk ahead inc case,2723.453523330697
state,wk ahead inc death,22.739539127646196
