loc_type,target_type,mean_qs
county,wk ahead inc case,55.923353265149416
national,wk ahead cum death,2165.9188544882945
national,wk ahead inc case,140642.5586466392
national,wk ahead inc death,911.8516531059086
state,wk ahead cum death,89.04571260879518
state,wk ahead inc case,2976.4378045826793
state,wk ahead inc death,25.14640898439242
