loc_type,target_type,mean_qs
county,wk ahead inc case,15.463772080226551
national,wk ahead cum death,830.6197416943733
national,wk ahead inc case,19665.593430987396
national,wk ahead inc death,395.7269252557545
state,wk ahead cum death,33.57238527128243
state,wk ahead inc case,541.13049211247
state,wk ahead inc death,15.220735047953964
