loc_type,target_type,mean_qs
county,wk ahead inc case,59.99855745225288
national,wk ahead cum death,2108.7756616930565
national,wk ahead inc case,152785.96710985075
national,wk ahead inc death,911.3254013711876
state,wk ahead cum death,68.4324597433253
state,wk ahead inc case,3211.4446842337416
state,wk ahead inc death,25.867264114825716
