loc_type,target_type,mean_qs
county,wk ahead inc case,29.974003547650756
national,wk ahead cum death,2001.9186393167704
national,wk ahead inc case,65766.95550108115
national,wk ahead inc death,905.9715151811595
state,wk ahead cum death,62.85032453083407
state,wk ahead inc case,1479.7444206315945
state,wk ahead inc death,23.913292113979907
