loc_type,target_type,mean_qs
county,wk ahead inc case,59.51150276983221
national,wk ahead cum death,2105.1740244047933
national,wk ahead inc case,151040.50632601118
national,wk ahead inc death,908.9711359566527
state,wk ahead cum death,67.97243452666645
state,wk ahead inc case,3181.045440821321
state,wk ahead inc death,25.806947668012892
