loc_type,target_type,forecast_date,mean_qs
county,wk ahead inc case,2020-07-05,17.067626752455997
county,wk ahead inc case,2020-07-12,15.675527705007504
county,wk ahead inc case,2020-07-19,16.464253194217036
county,wk ahead inc case,2020-07-26,16.195263705257652
county,wk ahead inc case,2020-08-03,17.314719865431847
county,wk ahead inc case,2020-08-09,15.42724940078228
county,wk ahead inc case,2020-08-16,15.657848831696002
county,wk ahead inc case,2020-08-23,13.735110387956519
county,wk ahead inc case,2020-08-30,13.365262346215946
county,wk ahead inc case,2020-09-06,12.9830070069814
county,wk ahead inc case,2020-09-13,13.237431698276255
county,wk ahead inc case,2020-09-20,14.03331238828626
county,wk ahead inc case,2020-09-27,17.18128848808387
county,wk ahead inc case,2020-10-04,20.91982807397553
county,wk ahead inc case,2020-10-11,30.00203946252331
county,wk ahead inc case,2020-10-18,42.48135134909265
county,wk ahead inc case,2020-10-25,56.85343702017101
county,wk ahead inc case,2020-11-01,64.9980366401169
county,wk ahead inc case,2020-11-09,61.29526233314004
county,wk ahead inc case,2020-11-16,56.42875486224815
county,wk ahead inc case,2020-11-23,58.89490150742484
county,wk ahead inc case,2020-11-30,63.664832827921046
county,wk ahead inc case,2020-12-07,54.73368523872061
county,wk ahead inc case,2020-12-14,46.229026806749445
county,wk ahead inc case,2020-12-21,37.075850486366946
county,wk ahead inc case,2020-12-28,40.660344546777644
county,wk ahead inc case,2021-01-04,37.153386453927325
county,wk ahead inc case,2021-01-11,52.20726873607131
county,wk ahead inc case,2021-01-18,61.80839244781007
county,wk ahead inc case,2021-01-25,43.323035559933146
county,wk ahead inc case,2021-02-01,38.171599875778874
county,wk ahead inc case,2021-02-08,32.07396833185519
county,wk ahead inc case,2021-02-15,24.674446315436395
county,wk ahead inc case,2021-02-22,18.97827166166371
county,wk ahead inc case,2021-03-01,18.42753007999045
county,wk ahead inc case,2021-03-08,18.688894510961024
county,wk ahead inc case,2021-03-15,16.50273573333106
county,wk ahead inc case,2021-03-22,17.133097061047437
county,wk ahead inc case,2021-03-29,14.75790452653841
county,wk ahead inc case,2021-04-05,14.025045772919412
county,wk ahead inc case,2021-04-12,14.670772415742466
county,wk ahead inc case,2021-04-19,18.175584329121403
county,wk ahead inc case,2021-04-26,16.062031649413665
county,wk ahead inc case,2021-05-03,15.59982544117313
county,wk ahead inc case,2021-05-10,13.900219412185809
county,wk ahead inc case,2021-05-17,11.615067381312214
county,wk ahead inc case,2021-05-24,9.48600097410345
county,wk ahead inc case,2021-05-31,7.807151070689969
