loc_type,target_type,mean_qs
county,wk ahead inc case,14.253059047066774
national,wk ahead inc case,17402.603168367346
national,wk ahead inc death,530.8398611801242
state,wk ahead inc case,479.79231254555395
state,wk ahead inc death,20.38105664929015
