loc_type,target_type,mean_qs
county,wk ahead inc case,9.995797516714422
county,wk ahead inc death,0.5748994366236175
national,wk ahead inc case,7827.749999999999
national,wk ahead inc death,448.4152173913044
state,wk ahead inc case,271.8810586734694
state,wk ahead inc death,15.53695652173913
