loc_type,target_type,mean_qs
county,wk ahead inc case,14.721952178035274
county,wk ahead inc death,0.5176975986228105
national,wk ahead inc case,18555.647541208793
national,wk ahead inc death,405.9541928929766
state,wk ahead inc case,503.24779535419935
state,wk ahead inc death,15.984276852902532
