loc_type,target_type,mean_qs
county,wk ahead inc case,11.166105755673808
county,wk ahead inc death,0.3510184495383636
national,wk ahead inc case,17035.138214285715
national,wk ahead inc death,410.113452173913
state,wk ahead inc case,430.64155038265307
state,wk ahead inc death,13.506280434782608
