loc_type,target_type,mean_qs
county,wk ahead inc case,13.449385816997923
county,wk ahead inc death,0.44074580339963737
national,wk ahead inc case,19603.905071428573
national,wk ahead inc death,407.2582148550725
state,wk ahead inc case,482.2859235756803
state,wk ahead inc death,17.5179970626294
