loc_type,target_type,forecast_date,mean_qs
county,wk ahead inc case,2020-07-05,13.55482664756447
county,wk ahead inc case,2020-07-12,11.099449026697593
county,wk ahead inc death,2020-07-05,0.409207904226015
county,wk ahead inc death,2020-07-12,0.36579992248383925
national,wk ahead inc case,2020-07-05,25836.08392857143
national,wk ahead inc case,2020-07-12,13192.015500000003
national,wk ahead inc death,2020-07-05,440.68743804347827
national,wk ahead inc death,2020-07-12,179.74115217391306
state,wk ahead inc case,2020-07-05,557.5138010204082
state,wk ahead inc case,2020-07-12,378.2584241071429
state,wk ahead inc death,2020-07-05,17.193550659937888
state,wk ahead inc death,2020-07-12,11.980278377329192
