loc_type,target_type,mean_qs
county,wk ahead inc case,12.736367440608845
national,wk ahead inc case,21621.39445238095
national,wk ahead inc death,353.7053427536232
state,wk ahead inc case,497.7620087159864
state,wk ahead inc death,15.455793232401657
