loc_type,target_type,mean_qs
county,wk ahead inc case,14.481942132472218
county,wk ahead inc death,0.534815748353935
national,wk ahead inc case,17266.88710714286
national,wk ahead inc death,478.03152983091786
state,wk ahead inc case,488.12054166666667
state,wk ahead inc death,18.47872666062802
