loc_type,target_type,mean_qs
county,wk ahead inc case,14.763572582145649
national,wk ahead inc case,18570.571318181817
national,wk ahead inc death,433.33310918972336
state,wk ahead inc case,499.1299514726345
state,wk ahead inc death,16.978507045807454
