loc_type,target_type,mean_qs
county,wk ahead inc case,12.756146704113037
county,wk ahead inc death,0.4250872472073419
national,wk ahead inc case,6249.026047619049
national,wk ahead inc death,549.9019028985507
state,wk ahead inc case,371.81780505952383
state,wk ahead inc death,16.420474210662526
