loc_type,target_type,mean_qs
county,wk ahead inc case,15.436513343111839
county,wk ahead inc death,0.46882494128612223
national,wk ahead inc case,12694.351547619048
national,wk ahead inc death,598.3606677536233
state,wk ahead inc case,506.8488149447279
state,wk ahead inc death,17.834040223861283
