loc_type,target_type,mean_qs
county,wk ahead inc case,22.747457130659857
national,wk ahead inc case,52374.63533766234
national,wk ahead inc death,662.7715384387352
state,wk ahead inc case,987.740508580705
state,wk ahead inc death,19.24734505046584
