loc_type,target_type,mean_qs
county,wk ahead inc case,11.1484141197071
county,wk ahead inc death,0.3854872292125189
national,wk ahead inc case,6542.390642857145
national,wk ahead inc death,615.2801478260869
state,wk ahead inc case,355.08432142857146
state,wk ahead inc death,15.908111451863354
