loc_type,target_type,forecast_date,mean_qs
county,wk ahead inc case,2020-07-05,15.822111941147043
county,wk ahead inc case,2020-07-12,15.484215161231637
county,wk ahead inc case,2020-07-19,14.184313912766635
county,wk ahead inc death,2020-07-05,0.5088594627391811
county,wk ahead inc death,2020-07-12,0.43511192157025597
county,wk ahead inc death,2020-07-19,0.41614741635867836
national,wk ahead inc case,2020-07-05,8013.8436190476195
national,wk ahead inc case,2020-07-12,10158.11367857143
national,wk ahead inc case,2020-07-19,31808.351071428562
national,wk ahead inc death,2020-07-05,908.1296927536232
national,wk ahead inc death,2020-07-12,313.18423586956527
national,wk ahead inc death,2020-07-19,239.40645652173913
state,wk ahead inc case,2020-07-05,493.28922215136055
state,wk ahead inc case,2020-07-12,480.2500200892857
state,wk ahead inc case,2020-07-19,600.7251830357143
state,wk ahead inc death,2020-07-05,23.319493594720498
state,wk ahead inc death,2020-07-12,13.552352542701863
state,wk ahead inc death,2020-07-19,9.941055473602484
