loc_type,target_type,mean_qs
county,wk ahead inc case,21.30114898251564
national,wk ahead inc case,43229.56318367347
national,wk ahead inc death,686.3583846273292
state,wk ahead inc case,916.3767491800292
state,wk ahead inc death,19.86744277118456
