loc_type,target_type,forecast_date,mean_qs
county,wk ahead inc case,2020-07-05,19.07255322463274
county,wk ahead inc case,2020-07-12,24.56792157297494
county,wk ahead inc case,2020-07-19,24.263174478100698
county,wk ahead inc case,2020-07-26,18.126297829399192
county,wk ahead inc case,2020-08-03,14.612067471687816
national,wk ahead inc case,2020-07-05,9786.305482142858
national,wk ahead inc case,2020-07-12,48457.24716071429
national,wk ahead inc case,2020-07-19,84453.8025
national,wk ahead inc case,2020-07-26,47341.37714285714
national,wk ahead inc case,2020-08-03,24195.512214285714
national,wk ahead inc death,2020-07-05,1205.689483152174
national,wk ahead inc death,2020-07-12,535.848280978261
national,wk ahead inc death,2020-07-19,421.85312971014497
national,wk ahead inc death,2020-07-26,351.0281630434783
national,wk ahead inc death,2020-08-03,675.2506130434783
state,wk ahead inc case,2020-07-05,641.6772893813776
state,wk ahead inc case,2020-07-12,1090.194751434949
state,wk ahead inc case,2020-07-19,1325.0832780612245
state,wk ahead inc case,2020-07-26,720.2465015943877
state,wk ahead inc case,2020-08-03,486.04348788265304
state,wk ahead inc death,2020-07-05,29.55974964091615
state,wk ahead inc death,2020-07-12,18.42674945652174
state,wk ahead inc death,2020-07-19,16.08893658126294
state,wk ahead inc death,2020-07-26,11.795915857919255
state,wk ahead inc death,2020-08-03,14.33956094720497
