loc_type,target_type,mean_qs
county,wk ahead inc case,22.19988839865165
county,wk ahead inc death,0.6224545007820828
national,wk ahead inc case,48107.80342857143
national,wk ahead inc death,697.6821047658863
state,wk ahead inc case,932.9325903404631
state,wk ahead inc death,19.645509036072625
