loc_type,target_type,mean_qs
county,wk ahead inc case,18.594428510028653
national,wk ahead inc case,24873.978221428573
national,wk ahead inc death,731.2400534782608
state,wk ahead inc case,711.7344802295919
state,wk ahead inc death,21.16602779114907
